"Species1","Mass","Wing.Length","Hand-Wing.Index"
"Belocercus longicaudus",107,146.8,47.1
"Bolbopsittacus lunulatus",67.6,95.5,38.9
"Bolborhynchus ferrugineifrons",64,121.1,39.9
"Bolborhynchus lineola",56.2,104.3,52
"Bolborhynchus orbygnesius",43.1,106.6,42.2
"Brotogeris chiriri",61.6,115,44.8
"Brotogeris chrysoptera",54.5,106.6,38.6
"Brotogeris cyanoptera",56,114.4,35.9
"Brotogeris jugularis",63.2,110.7,42
"Brotogeris pyrrhoptera",63.9,117,41.5
"Brotogeris sanctithomae",59,108.5,40.4
"Brotogeris tirica",63,113.4,35.1
"Brotogeris versicolurus",71.5,114,39.3
"Chalcopsitta atra",195,177,40.1
"Chalcopsitta cardinalis",183,171.4,43.7
"Chalcopsitta duivenbodei",218,170.4,38
"Chalcopsitta scintillata",190,167.8,41.4
"Charmosyna amabilis",8.5,106.8,48.2
"Charmosyna diadema",37,93,40.9
"Charmosyna josefinae",74,131,48.8
"Charmosyna margarethae",49.4,91.4,48.5
"Charmosyna meeki",23.8,76.5,45.5
"Charmosyna multistriata",37,95.5,52
"Charmosyna palmarum",37,90.8,47.6
"Charmosyna papou",82.9,79,45.8
"Charmosyna placentis",33.6,88.4,46.5
"Charmosyna pulchella",34.1,114.4,48
"Charmosyna rubrigularis",37,89.1,49.3
"Charmosyna rubronotata",32.5,84.2,45.6
"Charmosyna stellae",82.9,137.2,49
"Charmosyna toxopei",37,86.9,46.6
"Charmosyna wilhelminae",18,67.2,48.6
"Coracopsis barklyi",186.2,184.2,38
"Coracopsis nigra",186.2,217.7,39.5
"Coracopsis sibilans",186.2,188.7,34.2
"Coracopsis vasa",525,308.2,38.8
"Cyanoliseus patagonus",277.9,237.8,49.9
"Cyanopsitta spixii",200,277.4,37.4
"Cyanoramphus auriceps",45.6,105,36.1
"Cyanoramphus forbesi",88.5,120,32.3
"Cyanoramphus malherbi",46.7,99.2,35.3
"Cyanoramphus novaezelandiae",90.2,128.1,38.1
"Cyanoramphus unicolor",149,142,38
"Cyclopsitta amabilis",31,78.2,18.8
"Cyclopsitta coxeni",41.8,97,34.8
"Cyclopsitta diophthalma",41.8,91.9,43.2
"Cyclopsitta gulielmitertii",31,90,32
"Cyclopsitta melanogenia",31,77,32
"Cyclopsitta nigrifrons",31,80.5,37
"Deroptyus accipitrinus",246,192.7,33.8
"Diopsittaca cumanensis",150.9,176.7,42.5
"Diopsittaca nobilis",150.9,171.2,45.5
"Eclectus cornelia",480.8,228.2,34.7
"Eclectus polychloros",480.8,228.2,34.7
"Eclectus riedeli",480.8,228.2,34.7
"Eclectus roratus",480.8,228.2,34.7
"Enicognathus ferrugineus",160,183.6,47
"Enicognathus leptorhynchus",193,215.2,48.8
"Eos bornea",156,166.6,46.4
"Eos cyanogenia",167,160,47.5
"Eos histrio",204,161.8,46.4
"Eos reticulata",153,167,49.5
"Eos semilarvata",94.5,137.6,47.5
"Eos squamata",91,152.4,48.8
"Eunymphicus cornutus",130,154.4,40
"Eunymphicus uvaeensis",130,157,38.1
"Eupsittula astec",76.9,130.4,43.1
"Eupsittula aurea",84.6,141.4,46.4
"Eupsittula cactorum",82.5,135.8,42.3
"Eupsittula canicularis",85,132.7,44.6
"Eupsittula nana",76.9,134.9,44.5
"Eupsittula pertinax",84,136.4,41.2
"Forpus coelestis",26.1,76.8,34.5
"Forpus conspicillatus",26.4,77.2,38.4
"Forpus cyanopygius",33.5,84.5,41.1
"Forpus modestus",27.2,81,37.3
"Forpus passerinus",23,79.5,40.1
"Forpus spengeli",31,80.1,32.9
"Forpus xanthops",35,89.8,39
"Forpus xanthopterygius",31,80.2,27.8
"Geoffroyus geoffroyi",164,147.6,40
"Geoffroyus heteroclitus",170,155.1,43.4
"Geoffroyus hyacinthinus",170,166.8,39.8
"Geoffroyus simplex",161,160.2,53.5
"Glossopsitta concinna",70.5,124.6,53.4
"Glossopsitta porphyrocephala",44.7,103,54.2
"Glossopsitta pusilla",39.4,96.2,54.7
"Graydidascalus brachyurus",159,137.8,34
"Guaruba guarouba",194,204.7,36.8
"Hapalopsittaca amazonina",106,148.9,40.5
"Hapalopsittaca fuertesi",124,152.7,38.9
"Hapalopsittaca melanotis",158,159.4,37.5
"Hapalopsittaca pyrrhops",103,138.8,37.7
"Himalayapsitta cyanocephala",66,127.1,50.8
"Himalayapsitta finschii",89.6,150.4,53
"Himalayapsitta himalayana",108.5,154.6,47.6
"Himalayapsitta roseata",66,137.8,50.8
"Lathamus discolor",64.7,123,53
"Leptosittaca branickii",155.7,181.6,41.5
"Loriculus amabilis",15.5,76.5,40.1
"Loriculus aurantiifrons",15.5,67.2,41.1
"Loriculus beryllinus",30,88.4,44.7
"Loriculus catamene",34,80.9,43.4
"Loriculus exilis",34,66.6,42.4
"Loriculus flosculus",34,76,40.9
"Loriculus galgulus",28,79.6,42.1
"Loriculus philippensis",34.9,91.5,38.5
"Loriculus pusillus",15.5,84.8,45.4
"Loriculus sclateri",34,89,41.9
"Loriculus stigmatus",28,97.2,41.6
"Loriculus tener",12,65.1,39.2
"Loriculus vernalis",35.7,86.8,45.6
"Lorius albidinucha",132,159.3,39.9
"Lorius chlorocercus",173.5,158.4,43.2
"Lorius domicella",182,162.2,40.2
"Lorius garrulus",143,168.2,41.5
"Lorius hypoinochrous",187,171.9,43.8
"Lorius lory",176.9,163,39.4
"Melopsittacus undulatus",29,95.4,50.9
"Micropsitta bruijnii",13.4,63.2,42.2
"Micropsitta finschii",15,63,31.6
"Micropsitta geelvinkiana",12.2,53.2,24.2
"Micropsitta keiensis",12.1,59.6,36.5
"Micropsitta meeki",13.8,57.7,34.4
"Micropsitta pusio",14,61.3,38
"Myiopsitta luchsi",120,149.8,42.8
"Myiopsitta monachus",120,145.2,44.7
"Nannopsittaca dachilleae",41.5,82,34.4
"Nannopsittaca panychlora",44.1,92.2,47.4
"Neophema chrysogaster",45.9,107,43.9
"Neophema chrysostoma",46.1,104.8,42.6
"Neophema elegans",43.4,108.4,43.8
"Neophema petrophila",53.2,111.2,45.1
"Neophema pulchella",41.4,108.6,46.5
"Neophema splendida",38.6,118,44.8
"Neopsephotus bourkii",44.4,118.2,47.8
"Neopsittacus musschenbroekii",50.9,104.8,44.9
"Neopsittacus pullicauda",33.2,104.5,42.9
"Nicopsitta calthrapae",116.1,136,44.6
"Nicopsitta columboides",87,139,46.6
"Northiella haematogaster",85.9,128.6,34.6
"Ognorhynchus icterotis",285,220,49.4
"Oreopsittacus arfaki",20.2,110.2,45.7
"Orthopsittaca manilatus",372,239.8,41.5
"Palaeornis eupatria",214,209.9,53.4
"Pezoporus occidentalis",130,142.2,45.3
"Pezoporus wallicus",71.2,134.3,42.5
"Phigys solitarius",83.3,123.2,49
"Pionites leucogaster",155,138,32.7
"Pionites melanocephalus",148.8,135.4,34.8
"Pionites xanthomerius",155,135.1,31.9
"Pionites xanthurus",155,143.8,31.1
"Pionopsitta pileata",119,140,35.8
"Pionus chalcopterus",210,189.8,31.1
"Pionus fuscus",206,164,32.4
"Pionus maximiliani",293,184.4,35.2
"Pionus menstruus",251,181.1,34
"Pionus reichenowi",251,171.2,20.2
"Pionus senilis",212,164.6,41.5
"Pionus seniloides",239,189,35.7
"Pionus sordidus",266,183.2,34.6
"Pionus tumultuosus",239,182.2,36.1
"Platycercus adscitus",111,141.8,39.8
"Platycercus caledonicus",132.6,175.2,42.8
"Platycercus elegans",123.9,171,42.7
"Platycercus eximius",104,151.4,42.2
"Platycercus icterotis",63.3,134,42.9
"Platycercus venustus",89.4,146.2,39.4
"Poicephalus crassus",140,165.4,41.6
"Poicephalus cryptoxanthus",140,156.2,43.8
"Poicephalus flavifrons",174,175,40.2
"Poicephalus fuscicollis",324,206.2,41.9
"Poicephalus gulielmi",274.6,203.6,41.5
"Poicephalus meyeri",117.5,146.8,40.3
"Poicephalus robustus",343,212.6,39.8
"Poicephalus rueppellii",116,145,39.5
"Poicephalus rufiventris",120,152.6,37.2
"Poicephalus senegalus",147,157,39.9
"Polytelis alexandrae",103.7,183.6,54.6
"Polytelis anthopeplus",170,191,52.3
"Polytelis swainsonii",153,184.2,51.6
"Primolius auricollis",245,202.2,44.3
"Primolius couloni",250,221.8,42.2
"Primolius maracana",256,209.8,35.4
"Prioniturus discurus",148.1,149.8,39.8
"Prioniturus flavicans",116.8,179,35.2
"Prioniturus luconensis",108,143.8,42.3
"Prioniturus mada",116.8,174.8,39.8
"Prioniturus mindorensis",148.1,161,38.6
"Prioniturus montanus",118.3,158.6,40.5
"Prioniturus platenae",112,154.4,48
"Prioniturus platurus",66.3,171.2,41.3
"Prioniturus verticalis",45,166.5,40.9
"Prioniturus waterstradti",119,151.5,42.6
"Prosopeia personata",40.3,232.2,29.8
"Prosopeia splendens",232,220,32.5
"Prosopeia tabuensis",232,235.2,28.3
"Psephotellus chrysopterygius",46.8,107.8,43.3
"Psephotellus dissimilis",45.8,119.8,39.3
"Psephotellus varius",61.5,134,42.1
"Psephotus haematonotus",61.4,128.6,44.5
"Pseudeos fuscata",149,151.6,51.1
"Psilopsiagon aurifrons",33.6,92.4,44
"Psilopsiagon aymara",30,96.2,41.5
"Psittacara acuticaudatus",171,187,45.4
"Psittacara chloropterus",146,170.8,45.8
"Psittacara erythrogenys",151,171.8,41.5
"Psittacara euops",87,132.5,45.9
"Psittacara finschi",150,150.2,46.5
"Psittacara frontatus",194,217.4,44.2
"Psittacara holochlorus",138,165.5,43
"Psittacara leucophthalmus",158,172.3,41.5
"Psittacara mitratus",249,194.9,44.5
"Psittacara rubritorquis",212,147.6,48.7
"Psittacara wagleri",194,184.8,44.2
"Psittacella brehmii",107,121,29.7
"Psittacella lorentzi",62.9,112.4,29.1
"Psittacella madaraszi",38.8,87.4,31.9
"Psittacella modesta",44.7,93.2,30.6
"Psittacella picta",62.9,110.1,28.9
"Psittacula alexandri",147,163.9,52.3
"Psittacula caniceps",224,212,43.1
"Psittacula derbiana",251,212.8,49.8
"Psittaculirostris cervicalis",117,112.2,41
"Psittaculirostris desmarestii",117,107.2,40.8
"Psittaculirostris edwardsii",118,105.8,42.9
"Psittaculirostris godmani",117,108.3,40.6
"Psittaculirostris salvadorii",118,110.7,39.6
"Psittacus erithacus",333,238.6,41.3
"Psittacus timneh",333,214.9,41.1
"Psitteuteles goldiei",58.7,106.8,53.3
"Psitteuteles versicolor",53.5,111.4,51.9
"Psittinus abbotti",75,136.9,48.1
"Psittinus cyanurus",60.5,121.2,48.1
"Psittrichas fulgidus",865,283.6,32.2
"Purpureicephalus spurius",116,154.5,40.6
"Pyrilia aurantiocephala",151.5,153.7,27.3
"Pyrilia barrabandi",140,165.7,35.6
"Pyrilia caica",132,146.2,38
"Pyrilia haematotis",149,152.2,35.4
"Pyrilia pulchra",150,152.4,36.5
"Pyrilia pyrilia",149,143.4,41.1
"Pyrilia vulturina",151.5,149.8,35.2
"Pyrrhura albipectus",103.8,139.1,38
"Pyrrhura amazonum",58.9,108.2,41.1
"Pyrrhura caeruleiceps",62.1,119,38.7
"Pyrrhura calliptera",75,134.5,39.2
"Pyrrhura chapmani",70.5,129.1,42
"Pyrrhura cruentata",75.9,147.4,40.2
"Pyrrhura devillei",72,125,41.2
"Pyrrhura egregia",66.3,130,40.7
"Pyrrhura eisenmanni",62.1,115.5,40.9
"Pyrrhura emma",75.9,108.8,40.1
"Pyrrhura frontalis",72,132.5,40.3
"Pyrrhura griseipectus",75.9,110.6,39.6
"Pyrrhura hoematotis",68.7,125.2,42.1
"Pyrrhura hoffmanni",82.2,128.5,40.9
"Pyrrhura lepida",75,123.8,39.1
"Pyrrhura leucotis",75.9,114.8,41.4
"Pyrrhura lucianii",67.7,123.2,39.1
"Pyrrhura melanura",70.5,129.1,42
"Pyrrhura molinae",77.1,133,38.5
"Pyrrhura orcesi",70.8,119,36.6
"Pyrrhura pacifica",70.5,124.7,39.5
"Pyrrhura parvifrons",62.1,120,39.8
"Pyrrhura perlata",75,130.1,27.7
"Pyrrhura peruviana",62.1,119,39.1
"Pyrrhura pfrimeri",75.9,118.4,33
"Pyrrhura picta",62.1,123.2,39.1
"Pyrrhura rhodocephala",68.7,130.8,38
"Pyrrhura roseifrons",70.6,121,40.3
"Pyrrhura rupicola",75,124.1,37.1
"Pyrrhura snethlageae",62.1,124.2,40.2
"Pyrrhura subandina",62.1,111.8,37.9
"Pyrrhura viridicata",87.5,136.5,37.2
"Rhynchopsitta pachyrhyncha",324.8,269.6,47.3
"Rhynchopsitta terrisi",442,282.8,47.1
"Tanygnathus everetti",269.6,201.2,40.2
"Tanygnathus gramineus",237.3,264,39.3
"Tanygnathus lucionensis",215,181.8,44.2
"Tanygnathus megalorynchos",325,236.2,46.5
"Tanygnathus sumatranus",269.6,201.2,40.2
"Touit batavicus",55,115.6,48.1
"Touit costaricensis",80,114.2,43.1
"Touit dilectissimus",65,109,42
"Touit huetii",60,111.2,41.4
"Touit melanonotus",66.5,107.5,42
"Touit purpuratus",59.7,106.1,43.6
"Touit stictopterus",78.8,121.8,41
"Touit surdus",51,116.8,40.9
"Trichoglossus capistratus",113.3,145.2,47.6
"Trichoglossus chlorolepidotus",87.1,128.3,51.4
"Trichoglossus euteles",73.7,126.2,49.7
"Trichoglossus flavoviridis",90.5,119.5,50.5
"Trichoglossus forsteni",113.3,130.2,40.4
"Trichoglossus haematodus",113.3,155.2,49.7
"Trichoglossus iris",55.2,112.4,45.4
"Trichoglossus johnstoniae",55.2,106.1,43.3
"Trichoglossus meyeri",90.5,101.8,42.8
"Trichoglossus moluccanus",113.3,142.8,45.9
"Trichoglossus ornatus",120,125,47.4
"Trichoglossus rosenbergii",113.3,133.4,46.7
"Trichoglossus rubiginosus",77.5,141.2,43.5
"Trichoglossus rubritorquis",113.3,147,49.6
"Trichoglossus weberi",113.3,124,47.4
"Triclaria malachitacea",90,159.8,30.5
"Vini australis",49.5,99.2,50.4
"Vini kuhlii",40,118.2,46.8
"Vini peruviana",29,107.6,46.4
"Vini stepheni",55,121.2,42.9
"Vini ultramarina",49.5,111,43.6
"Nestor meridionalis",428,284.3,35.5
"Nestor notabilis",863,308.5,34.5
"Strigops habroptila",1732.1,275.1,19.9
"Pterocles alchata",275.8,194,61.5
"Pterocles bicinctus",237,170.4,42.8
"Pterocles burchelli",180.7,159.2,52.2
"Pterocles coronatus",300,191.8,65.2
"Pterocles decoratus",181.3,160.8,46.2
"Pterocles exustus",202.8,175,57.9
"Pterocles gutturalis",338,213.4,54.2
"Pterocles indicus",178.2,168.6,41
"Pterocles lichtensteinii",209.1,175.1,46.4
"Pterocles namaqua",177,163.6,61.9
"Pterocles orientalis",404.9,228.2,63.7
"Pterocles personatus",181.3,222.8,42.1
"Pterocles quadricinctus",178.9,174.6,40.5
"Pterocles senegallus",263.4,194,66.3
"Syrrhaptes paradoxus",256.4,235.8,71.2
"Syrrhaptes tibetanus",343.7,249.2,54.8
"Aptenodytes forsteri",33569.3,179.4,3.7
"Aptenodytes patagonicus",11731.1,167.2,3.7
"Eudyptes chrysocome",2327.9,97.9,6.5
"Eudyptes chrysolophus",4485.1,116.5,5.8
"Eudyptes moseleyi",2327.9,102.2,5.5
"Eudyptes pachyrhynchus",3904.9,155.3,3.3
"Eudyptes robustus",3038,97.8,6.2
"Eudyptes schlegeli",4242.6,121,5.2
"Eudyptes sclateri",5889,111.3,5.9
"Eudyptula minor",1107.8,67.2,5.6
"Megadyptes antipodes",5326.2,128.2,7.1
"Pygoscelis adeliae",4847.7,94.5,7.4
"Pygoscelis antarcticus",4146.1,100.5,4.8
"Pygoscelis papua",5933,126.1,5
"Spheniscus demersus",3130.1,98.5,3.7
"Spheniscus humboldti",4366.4,105.2,4.4
"Spheniscus magellanicus",4105.1,109.6,3.8
"Spheniscus mendiculus",1921.9,82.8,4.8
"Aegolius acadicus",100.7,135.2,29.8
"Aegolius funereus",137.2,169.1,31.5
"Aegolius harrisii",120,150.1,27.1
"Aegolius ridgwayi",80,138.3,24.9
"Asio abyssinicus",322.5,334.5,40.3
"Asio capensis",334,283.2,40.2
"Asio clamator",443.3,248.9,19.3
"Asio flammeus",322.6,297.2,47.5
"Asio madagascariensis",322.5,256.8,31.1
"Asio otus",296.6,280.7,41.2
"Asio stygius",565,326.8,41.6
"Athene blewitti",241,145.7,23.2
"Athene brama",112,153,29.2
"Athene cunicularia",150.6,180,28.3
"Athene noctua",168.9,157,31.8
"Athene superciliaris",231,194,27.6
"Bubo africanus",645,311.4,30.8
"Bubo ascalaphus",2100,362,34.5
"Bubo bengalensis",1100,378.8,36.5
"Bubo blakistoni",3850,508,26.6
"Bubo bubo",2668.5,438.5,33
"Bubo capensis",1118.6,361,33.4
"Bubo cinerascens",500,299.4,32.9
"Bubo coromandus",1392.2,397,34.3
"Bubo lacteus",2114.9,435.4,29.6
"Bubo leucostictus",532.5,313.6,33.8
"Bubo magellanicus",1166.4,336,33.6
"Bubo nipalensis",1396.4,426,27.9
"Bubo philippensis",532.5,341.2,23.4
"Bubo poensis",654.9,308.4,22
"Bubo scandiacus",2028.8,418.8,41.1
"Bubo shelleyi",1257,430.8,24.5
"Bubo sumatranus",1525,331.8,25.4
"Bubo virginianus",1354.5,371.2,30.4
"Ciccaba albitarsis",307.5,263.6,33.3
"Ciccaba huhula",370,249.5,28
"Ciccaba nigrolineata",457.9,255,28.5
"Ciccaba virgata",284,240.6,20.8
"Glaucidium albertinum",73,130.2,18.3
"Glaucidium bolivianum",63,101.6,23.8
"Glaucidium brasilianum",63.3,93.8,17.7
"Glaucidium brodiei",59.4,92.6,20.7
"Glaucidium californicum",70.5,93.5,26.6
"Glaucidium capense",122,139.2,29.1
"Glaucidium castaneum",100,129.5,25.4
"Glaucidium castanopterum",198.2,139.6,25.6
"Glaucidium castanotum",100,126,25.2
"Glaucidium cobanense",61.3,87.7,23.2
"Glaucidium costaricanum",66,93.8,27.7
"Glaucidium cuculoides",198.2,147.8,23.3
"Glaucidium gnoma",61.3,87.8,19.8
"Glaucidium griseiceps",50.6,90.4,26.2
"Glaucidium hardyi",58.3,89.5,20.1
"Glaucidium hoskinsii",61.3,88.4,23.7
"Glaucidium jardinii",66.9,99.6,25.6
"Glaucidium minutissimum",50,86.5,21.1
"Glaucidium mooreorum",51,82.2,5.8
"Glaucidium nana",73.7,95.2,15.7
"Glaucidium nubicola",77.5,92,7.6
"Glaucidium palmarum",45.7,81.5,14.1
"Glaucidium parkeri",61.4,93.9,23.6
"Glaucidium passerinum",57.9,101.2,25.9
"Glaucidium perlatum",79.2,110.4,24.5
"Glaucidium peruanum",62.4,94.2,19.9
"Glaucidium radiatum",101,123.2,26.9
"Glaucidium sanchezi",55,87.5,20
"Glaucidium siju",69.5,97.2,23.4
"Glaucidium sjostedti",139,158,23.3
"Glaucidium tephronotum",87.4,102.8,11
"Glaucidium tucumanum",57.5,95.1,18.2
"Jubula lettii",183,265,26.4
"Ketupa flavipes",2315,432.8,25.8
"Ketupa ketupu",1293,335.2,21.6
"Ketupa zeylonensis",1105,381.1,28.3
"Lophostrix cristata",538.7,309.6,18.1
"Margarobyas lawrencii",95.2,143.8,25.2
"Megascops albogularis",159,196.2,24.6
"Megascops asio",180,168.5,28.8
"Megascops atricapilla",118.9,171,25
"Megascops barbarus",69,136,29
"Megascops choliba",132,162.8,21
"Megascops clarkii",158.5,180.8,27.2
"Megascops colombianus",153,195.5,29
"Megascops cooperi",149.9,175.5,24.5
"Megascops gilesi",132,162.8,21
"Megascops guatemalae",118,157,28.8
"Megascops hoyi",110,170.7,27.4
"Megascops ingens",165.3,194.3,27.7
"Megascops kennicottii",141.8,176.8,27.1
"Megascops koepckeae",116.9,171.2,24.7
"Megascops marshalli",110,162.2,25.9
"Megascops nudipes",137.3,165.6,20.9
"Megascops petersoni",97.5,161.2,21.4
"Megascops roboratus",126.7,164.8,25.4
"Megascops sanctaecatarinae",179.7,200.7,18.8
"Megascops seductus",160,173.9,26.4
"Megascops trichopsis",88.3,148.8,24.2
"Megascops vermiculatus",118,159.1,25.8
"Megascops watsonii",129,165.6,25.2
"Micrathene whitneyi",41,108.2,30
"Nesasio solomonensis",1155,263.4,23
"Ninox affinis",146,190.8,34.7
"Ninox boobook",282.2,226.5,31.2
"Ninox burhani",99,188.5,22.9
"Ninox connivens",578,298.6,35
"Ninox forbesi",210,193.6,29.4
"Ninox granti",200.8,174.9,27.4
"Ninox hantu",210,193.1,31.1
"Ninox hypogramma",210,220,32.2
"Ninox ios",86,188.5,22.9
"Ninox jacquinoti",200.8,188,22.4
"Ninox japonica",225,214.5,40.5
"Ninox leucopsis",190,206.6,32
"Ninox leventisi",127.9,163.8,27.2
"Ninox malaitae",200.8,157,26.4
"Ninox meeki",265,236,29.5
"Ninox mindorensis",113,159.8,28.6
"Ninox natalis",184,189.8,26.3
"Ninox novaeseelandiae",183.4,194.2,33
"Ninox obscura",191,212.5,37.1
"Ninox ochracea",99,188.5,22.9
"Ninox odiosa",209,182,23.7
"Ninox philippensis",127.9,163.8,27.2
"Ninox punctulata",151,159,26.1
"Ninox randi",202,226,36.7
"Ninox reyi",127.9,184.4,22.6
"Ninox roseoaxillaris",200.8,148.2,25.4
"Ninox rudolfi",222,233,28.1
"Ninox rufa",931.7,327.2,28
"Ninox rumseyi",127.9,163.8,27.2
"Ninox scutulata",191,181.5,29.2
"Ninox spilocephala",137,177.5,31
"Ninox spilonotus",178,189.4,27.2
"Ninox squamipila",210,212,30.1
"Ninox strenua",1346,400.8,29.3
"Ninox sumbaensis",90,188.5,22.9
"Ninox theomacha",125,178.8,27.8
"Ninox variegata",179,208,27.7
"Otus alfredi",67.5,152.1,30.1
"Otus alius",95,135,30.3
"Otus angelinae",82.2,163.8,25.1
"Otus bakkamoena",138.5,146.2,27.4
"Otus balli",67.5,137.3,26.4
"Otus beccarii",114,151.8,32.2
"Otus brookii",139,163.8,25.1
"Otus brucei",84.4,159,33.4
"Otus capnodes",119,163,24
"Otus collari",81.9,156.2,20.1
"Otus cyprius",92,147.2,34.7
"Otus elegans",124,169,34.7
"Otus enganensis",104.9,157.4,28.2
"Otus everetti",125,164,22.3
"Otus feae",67,128.5,23.2
"Otus fuliginosus",92,140.9,22.9
"Otus gurneyi",370,240.4,20.5
"Otus hartlaubi",79,153.4,26.4
"Otus icterorhynchus",73.3,128.8,23.5
"Otus insularis",144,162.3,29.6
"Otus ireneae",50.3,113.3,20.2
"Otus jolandae",165,150,28.7
"Otus lempiji",115,144.7,22.8
"Otus lettia",139,155.8,25.6
"Otus longicornis",82.9,143,30.8
"Otus magicus",165,160,28.2
"Otus manadensis",88,151.8,32.2
"Otus mantananensis",106,156.5,28.8
"Otus mayottensis",101,166.7,28.2
"Otus megalotis",178.4,179.2,21.3
"Otus mendeni",88,151.8,32.2
"Otus mentawi",104.9,160,27.9
"Otus mindorensis",106,131,26.6
"Otus mirus",61.3,143,30.8
"Otus moheliensis",105,166,27.9
"Otus nigrorum",99,143.8,23.9
"Otus pamelae",66.5,123.2,26.7
"Otus pauliani",69.5,137,23.6
"Otus pembaensis",67,144.8,29.2
"Otus rufescens",76.5,124.2,24.5
"Otus rutilus",101,153.4,26.4
"Otus sagittatus",122.6,178,25.7
"Otus scops",92,147.2,34.7
"Otus semitorques",121.5,178.4,31.4
"Otus senegalensis",67,132,26.6
"Otus siaoensis",165,151.8,32.2
"Otus silvicola",212,216,23
"Otus socotranus",67,126.5,25.1
"Otus spilocephalus",67.5,140.4,25.4
"Otus sulaensis",88,157.5,32.2
"Otus sunia",78.1,142.5,30.1
"Otus tempestatis",165,146.4,28.2
"Otus thilohoffmanni",76.5,124.7,27.9
"Otus umbra",95,135,30.3
"Pseudoscops grammicus",335,211.6,24.9
"Psiloscops flammeolus",59.9,133,30.8
"Ptilopsis granti",214.4,202,30.6
"Ptilopsis leucotis",204,185.8,27.4
"Pulsatrix koeniswaldiana",481,316,25.6
"Pulsatrix melanota",82,276.2,30
"Pulsatrix perspicillata",983.6,339.3,28.1
"Pyrroglaux podargina",178.4,158,20.7
"Scotopelia bouvieri",637,294.8,19.8
"Scotopelia peli",1942.8,403.2,20.4
"Scotopelia ussheri",787.2,324.5,21
"Strix aluco",472.5,264.8,29.3
"Strix butleri",219,243,44
"Strix chacoensis",330,273.5,26.6
"Strix fulvescens",711.5,304.2,30.8
"Strix hadorami",219,251,34.2
"Strix hylophila",345.4,242.1,22.2
"Strix leptogrammica",970,313,28.5
"Strix nebulosa",1061.9,436,31.9
"Strix nivicolum",472.5,291.5,32.4
"Strix occidentalis",586.4,320,33
"Strix ocellata",1011,323.4,27.9
"Strix rufipes",380,258.5,30
"Strix seloputo",1011,354.5,30.8
"Strix uralensis",780.6,352.8,28.8
"Strix varia",711.5,341.2,29.6
"Strix woodfordii",350,256.5,28.2
"Surnia ulula",319.9,231.4,38.6
"Uroglaux dimorpha",220,208.5,29.2
"Xenoglaux loweryi",48,103.5,28.9
"Phodilus assimilis",280.2,191.2,20.4
"Phodilus badius",280.2,190.8,20.2
"Phodilus prigoginei",195,190,15.6
"Tyto alba",403.3,280.2,39.7
"Tyto almae",540,213,30.6
"Tyto aurantia",540,225.5,29
"Tyto capensis",364.7,299.5,43.1
"Tyto glaucops",397.5,251.7,34.2
"Tyto inexspectata",540,250.2,23.7
"Tyto longimembris",423.5,312.5,47.1
"Tyto multipunctata",660.6,235,9.9
"Tyto nigrobrunnea",631.9,278,33.1
"Tyto novaehollandiae",631.9,298,40.5
"Tyto rosenbergii",364.7,310.2,38.1
"Tyto soumagnei",284,210.2,27.9
"Tyto tenebricosa",660.6,275.4,27.7
"Apteryx australis",2320.5,0.1,0.1
"Apteryx haastii",2022.7,0.1,0.1
"Apteryx mantelli",2320.5,0.1,0.1
"Apteryx owenii",1238.3,0.1,0.1
"Apteryx rowi",1924,0.1,0.1
"Casuarius bennetti",35000,216.8,0.1
"Casuarius casuarius",44000,300.8,0.1
"Casuarius unappendiculatus",46073.9,264.5,0.1
"Dromaius novaehollandiae",34093.3,124.5,0.1
"Rhea americana",23000,604.5,0.1
"Rhea pennata",23900,629.5,0.1
"Rhea tarapacensis",23900,607,0.1
"Struthio camelus",111000,579,0.1
"Struthio molybdophanes",111000,510.5,0.1
"Crypturellus atrocapillus",453,165.7,21.6
"Crypturellus bartletti",241,135.6,26.7
"Crypturellus berlepschi",516.8,164.6,23.3
